DATE,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyDepartureFromNormalAverageTemperature,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySnowfallWE,IceInches,DailySustainedWindSpeed,DailyWeather,Sunrise,Sunset,DW_FZRA,DW_SN,DW_PL,DW_BR,DW_BLSN,DW_FZDZ,DW_RA,DW_DZ,DW_FG,DW_MIFG,DW_TS,DW_GR,DW_FZFG,DW_HZ
2016-10-01T23:59:00,58,75,53,10.4,-1.8,64,52,32,0.12,,,,,23,RA BR,610,1749,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-10-02T23:59:00,56,80,51,4.5,-3.5,60,51,15,0.22,,,,,12,RA BR,611,1747,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-10-03T23:59:00,54,73,50,5.1,-5.1,61,47,19,0.01,,,,,15,RA DZ BR,612,1745,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2016-10-04T23:59:00,58,83,54,9.2,-0.8,63,53,31,0.15,,,,,22,RA,614,1743,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-05T23:59:00,59,83,54,10.8,0.6,63,54,27,0.25,,,,,21,RA BR,615,1741,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-10-06T23:59:00,59,79,54,8.2,0.9,62,55,24,0.14,,,,,17,RA,616,1740,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-07T23:59:00,59,88,56,6.7,1.3,62,55,26,0.25,,,,,21,RA BR,617,1738,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-10-08T23:59:00,64,81,59,7.7,6.6,70,57,20,0.11,,,,,15,RA,619,1736,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-09T23:59:00,57,90,54,7.5,0,62,51,25,0.85,,,,,20,RA BR,620,1734,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-10-10T23:59:00,53,80,48,3,-3.7,62,44,12,0,,,,,9,BR,621,1732,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-10-11T23:59:00,54,63,47,8.4,-2.3,66,42,25,0,,,,,20,FG BR,623,1730,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-10-12T23:59:00,53,62,47,8,-3,65,41,22,0.03,,,,,18,RA,624,1729,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-13T23:59:00,56,95,52,14.4,0.3,60,51,36,1.99,,,,,28,RA BR,625,1727,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-10-14T23:59:00,60,76,54,13,4.6,66,54,40,0.49,,,,,30,TS GR RA BR,627,1725,0,0,0,1,0,0,1,0,0,0,1,1,0,0
2016-10-15T23:59:00,59,84,53,14.9,4,65,53,53,0.51,,,,,40,RA BR,628,1723,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-10-16T23:59:00,56,78,51,11.5,1.3,60,52,25,0.25,,,,,18,RA,629,1721,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-17T23:59:00,56,84,51,12.6,1.6,61,50,29,0.44,,,,,24,TS RA BR,631,1720,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2016-10-18T23:59:00,54,84,51,5.4,-0.1,59,48,16,0.05,,,,,12,RA,632,1718,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-19T23:59:00,53,81,51,8.2,-0.8,61,45,18,0.23,,,,,15,RA,633,1716,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-20T23:59:00,58,89,55,6.2,4.5,63,53,24,0.26,,,,,20,RA BR,635,1715,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-10-21T23:59:00,58,84,53,4,4.8,63,52,25,0.48,,,,,21,RA BR,636,1713,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-10-22T23:59:00,57,78,52,7,4.1,64,50,18,0.04,,,,,15,RA,637,1711,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-23T23:59:00,58,81,53,5.7,5.4,63,52,17,0.07,,,,,14,RA,639,1710,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-24T23:59:00,56,74,51,11.6,3.6,62,49,27,0.07,,,,,22,RA,640,1708,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-25T23:59:00,56,80,52,5.6,3.9,63,49,18,T,,,,,14,RA DZ,642,1707,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-10-26T23:59:00,59,90,55,8.8,7.2,63,54,22,0.67,,,,,18,RA BR,643,1705,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-10-27T23:59:00,56,86,52,7.9,4.4,59,53,19,0.16,,,,,15,RA,644,1703,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-28T23:59:00,59,70,53,10.5,7.7,66,52,22,0.01,,,,,18,DZ,646,1702,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-10-29T23:59:00,56,78,52,8.3,4.9,61,50,22,0.16,,,,,18,RA,647,1700,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-30T23:59:00,51,88,50,6.9,0.2,56,46,29,0.11,,,,,22,RA,649,1659,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10-31T23:59:00,54,85,52,9.4,3.4,56,52,34,0.19,,,,,24,RA BR,650,1657,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-11-01T23:59:00,56,75,51,9.6,5.7,61,50,24,T,,,,,18,RA,651,1656,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-02T23:59:00,59,72,52,8.9,8.9,66,52,21,0.05,,,,,17,RA,653,1655,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-03T23:59:00,56,82,52,3.1,6.2,64,47,12,0,,,,,12,MIFG FG,654,1653,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2016-11-04T23:59:00,57,71,52,8.7,7.4,69,45,25,0,,,,,20,MIFG BR FG,656,1652,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2016-11-05T23:59:00,56,87,53,10,6.7,58,53,25,1.06,,,,,21,RA BR,657,1651,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-11-06T23:59:00,57,78,52,8.2,7.9,62,51,19,T,,,,,16,,658,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-07T23:59:00,58,70,52,8,9.2,63,53,23,0,,,,,18,,700,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-08T23:59:00,57,73,52,6.8,8.4,68,46,23,0,,,,,20,,701,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-09T23:59:00,59,89,54,5.5,10.7,66,52,16,0.06,,,,,14,RA FG BR,703,1646,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2016-11-10T23:59:00,57,78,53,6.4,8.9,68,46,22,0,,,,,17,FG MIFG BR,704,1644,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2016-11-11T23:59:00,57,79,54,4.2,9.1,63,51,18,T,,,,,15,RA,705,1643,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-12T23:59:00,57,76,53,9.7,9.4,64,49,30,0.07,,,,,23,RA,707,1642,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-13T23:59:00,53,85,51,7.7,5.7,57,49,34,0.09,,,,,25,RA,708,1641,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-14T23:59:00,55,93,53,10.3,7.9,56,54,27,1.03,,,,,20,RA DZ BR,710,1640,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2016-11-15T23:59:00,53,81,50,10.1,6.2,60,46,31,0.1,,,,,22,RA,711,1639,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-16T23:59:00,47,82,44,5.6,0.4,51,42,17,0.05,,,,,13,RA,712,1638,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-17T23:59:00,47,81,44,4.2,0.7,54,39,13,0.02,,,,,9,BR,714,1637,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-11-18T23:59:00,46,60,42,17.3,0,52,39,38,0,,,,,30,BR,715,1636,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-11-19T23:59:00,50,72,45,13.3,4.2,55,45,30,0.11,,,,,23,RA,716,1635,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-20T23:59:00,52,83,48,10.7,6.5,55,48,26,0.15,,,,,21,RA,718,1634,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-21T23:59:00,51,79,47,6.8,5.8,57,44,17,T,,,,,14,RA DZ,719,1634,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-11-22T23:59:00,49,80,45,12.8,4,53,44,25,0.6,,,,,21,RA BR,720,1633,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-11-23T23:59:00,48,81,45,12.2,3.3,51,44,30,0.27,,,,,22,RA,722,1632,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-24T23:59:00,51,80,47,12.6,6.6,54,47,41,1.86,,,,,28,RA BR,723,1631,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-11-25T23:59:00,49,86,47,9.4,4.8,51,46,24,0.33,,,,,17,RA DZ BR,724,1631,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2016-11-26T23:59:00,50,78,46,8.6,6.1,56,44,27,0.46,,,,,21,RA BR,726,1630,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-11-27T23:59:00,47,85,44,9.5,3.4,49,44,28,0.23,,,,,20,RA BR,727,1630,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-11-28T23:59:00,48,83,45,5.9,4.6,53,43,23,0.07,,,,,20,RA,728,1629,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-29T23:59:00,48,84,45,6.1,4.9,52,43,17,0.1,,,,,14,RA BR,729,1629,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-11-30T23:59:00,47,,,7.3,4.1,51,42,19,0.12,,,,,15,RA,730,1628,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-12-01T23:59:00,43,85,43,4.8,0.4,47,39,10,0.02,,,,,9,RA,731,1628,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-12-02T23:59:00,46,86,44,5.7,3.6,48,44,19,0.08,,,,,14,RA BR,733,1628,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-12-03T23:59:00,47,85,46,5.5,4.9,52,42,21,0.14,,,,,16,RA,734,1627,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-12-04T23:59:00,41,80,41,6.2,-0.9,48,34,22,0.54,,,,,17,RA BR,735,1627,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-12-05T23:59:00,37,88,36,7,-4.7,39,35,23,0.25,,,,,20,RA SN,736,1627,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2016-12-06T23:59:00,37,80,35,3.7,-4.5,45,29,16,T,,,,,13,RA,737,1627,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-12-07T23:59:00,34,67,30,15,-7.3,40,27,41,0,,,,,33,BR,738,1627,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-12-08T23:59:00,32,66,28,26.1,-9.1,34,30,49,0.15,,,,,38,FZRA SN FZFG BR RA FG,739,1627,1,1,0,1,0,0,1,0,1,0,0,0,1,0
2016-12-09T23:59:00,33,88,31,12.8,-7.9,33,32,26,0.7,,0.73,0.06,0.01,23,RA FZRA BR,740,1627,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-12-10T23:59:00,38,91,36,8.3,-2.7,44,32,24,0.24,,,,0.01,20,RA BR,741,1627,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-12-11T23:59:00,44,85,42,7.1,3.5,47,41,24,0.41,,,,,17,RA BR,742,1627,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-12-12T23:59:00,43,87,40,4.4,2.6,47,38,14,0.02,,,,,12,RA MIFG FG,742,1627,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2016-12-13T23:59:00,38,78,35,7.7,-2.2,41,34,30,0,,,,,23,BR,743,1627,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-12-14T23:59:00,31,58,27,23.1,-9.1,35,27,42,0.05,,1.58,0.13,,33,SN,744,1627,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-15T23:59:00,29,73,28,4.6,-11,33,25,19,0.01,,,,0.1,16,SN,745,1627,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-16T23:59:00,32,80,29,4.8,-7.9,38,25,18,0,,,,0.45,15,BR,745,1628,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-12-17T23:59:00,31,76,29,5.9,-8.8,35,27,17,T,,,,,15,SN BR,746,1628,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2016-12-18T23:59:00,33,81,30,4.9,-6.7,38,27,17,0,,,,,14,BR,747,1628,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-12-19T23:59:00,39,88,38,9.3,-0.7,48,30,23,0.84,,0.12,0.01,,17,RA SN PL BR,747,1629,0,1,1,1,0,0,1,0,0,0,0,0,0,0
2016-12-20T23:59:00,44,78,43,7.8,4.4,52,35,31,0.47,,,,,22,RA BR,748,1629,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-12-21T23:59:00,34,96,33,2.8,-5.6,38,30,12,0,,,,,10,FG FZFG BR,748,1630,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2016-12-22T23:59:00,38,86,34,2.9,-1.6,46,30,14,0.02,,,,,12,RA BR,749,1630,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-12-23T23:59:00,39,90,38,6,-0.6,45,32,24,0.19,,,,,20,RA BR,749,1631,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-12-24T23:59:00,34,95,34,2.2,-5.6,41,27,10,T,,,,,8,FG FZFG BR,750,1632,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2016-12-25T23:59:00,38,84,36,4.2,-1.6,44,32,14,0,,,,,12,BR,750,1632,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-12-26T23:59:00,34,86,33,6,-5.6,40,27,22,0.21,,,,,16,RA,750,1633,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-12-27T23:59:00,42,84,40,6.2,2.4,47,36,36,0.11,,,,,26,RA DZ BR,750,1634,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2016-12-28T23:59:00,39,95,38,3.5,-0.7,42,35,14,T,,,,,12,FG MIFG BR,751,1635,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2016-12-29T23:59:00,38,91,37,5.5,-1.7,42,33,21,0.06,,,,,17,RA FG BR,751,1635,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2016-12-30T23:59:00,38,90,37,2.3,-1.8,44,31,15,0.01,,,,,13,RA BR,751,1636,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016-12-31T23:59:00,35,89,33,5.3,-4.9,37,32,18,0.09,,,,,15,RA SN BR,751,1637,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2017-01-01T23:59:00,36,87,34,7.8,-3.9,40,32,22,0.05,,0.77,0.06,,17,RA SN,751,1637,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2017-01-02T23:59:00,32,58,28,19.4,-8,35,29,36,0,,,,,28,,751,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-03T23:59:00,31,50,24,23.1,-9.1,34,27,45,0,,,,,35,,751,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-04T23:59:00,30,37,23,21.2,-10.2,33,27,48,0,,,,,33,,751,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-05T23:59:00,26,56,22,7.1,-14.3,35,17,18,0,,,,,15,,751,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-06T23:59:00,26,60,21,12.7,-14.4,34,17,24,0,,,,,20,,751,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-07T23:59:00,27,65,24,17.6,-13.5,30,24,44,0.02,,,,0.35,36,FZRA SN BR,751,1644,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2017-01-08T23:59:00,31,86,30,15.2,-9.6,34,28,42,0.53,,0.53,0.04,0.1,32,RA FZRA BR,750,1645,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-01-09T23:59:00,36,94,34,9.8,-4.7,41,30,23,0.28,,,,0.01,17,RA FZRA SN BR,750,1646,1,1,0,1,0,0,1,0,0,0,0,0,0,0
2017-01-10T23:59:00,35,89,34,13.3,-5.9,38,31,35,0.65,,,,,28,RA SN BR,750,1647,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2017-01-11T23:59:00,29,79,27,12.2,-12,32,26,29,0.07,,10.64,0.89,,24,SN,749,1648,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-12T23:59:00,26,74,23,5,-15.1,33,18,15,0,,1.33,0.11,,13,,749,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-13T23:59:00,20,77,20,6.8,-21.2,29,11,21,0,,,,,17,MIFG BR FG,748,1651,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2017-01-14T23:59:00,24,67,21,14.2,-17.3,29,19,29,0,,,,,23,,748,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15T23:59:00,24,68,21,10.9,-17.4,28,19,25,0,,,,,23,,747,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-16T23:59:00,26,65,22,14.2,-15.5,29,22,26,0,,,,0.35,22,,747,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-17T23:59:00,29,78,27,18.2,-12.6,34,24,36,0.7,,,,0.15,32,RA FZRA BR SN,746,1656,1,1,0,1,0,0,1,0,0,0,0,0,0,0
2017-01-18T23:59:00,40,97,36,15,-1.7,47,33,35,1.06,,,,,30,RA BR,745,1657,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-01-19T23:59:00,44,84,39,11.9,2.2,52,35,28,T,,,,,23,,745,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-20T23:59:00,40,86,38,11.4,-1.9,42,37,23,0.26,,,,,20,RA BR,744,1700,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-01-21T23:59:00,42,90,39,11.6,0.1,47,36,25,0.33,,,,,22,RA BR,743,1701,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-01-22T23:59:00,41,84,39,9.9,-1,46,36,26,0.15,,,,,23,RA BR,742,1703,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-01-23T23:59:00,41,82,37,5.8,-1.1,50,32,18,T,,,,,15,,741,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-24T23:59:00,34,92,33,2.7,-8.2,41,26,10,T,,,,,8,RA FG BR,740,1705,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2017-01-25T23:59:00,40,92,38,2.7,-2.2,45,35,10,0.01,,,,,9,RA DZ BR,740,1707,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2017-01-26T23:59:00,42,89,40,4.2,-0.3,48,35,11,T,,,,,10,RA DZ BR,739,1708,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2017-01-27T23:59:00,39,80,35,6.7,-3.4,48,29,20,0,,,,,16,FG FZFG BR,738,1710,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2017-01-28T23:59:00,38,72,34,8,-4.4,44,31,20,0,,,,,17,,737,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-29T23:59:00,40,75,36,7.5,-2.5,46,33,21,0.01,,,,,17,RA DZ BR,735,1713,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2017-01-30T23:59:00,40,86,38,4,-2.6,44,35,13,0,,,,,12,BR,734,1714,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-01-31T23:59:00,37,79,35,7.9,-5.6,41,33,21,0.01,,,,,16,RA DZ,733,1715,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2017-02-01T23:59:00,38,39,29,27.9,-4.7,41,35,50,0,,,,,38,,732,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-02T23:59:00,36,39,28,29.5,-6.7,39,32,51,T,,,,,40,,731,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
